10.8.8.178-2.30.116.54-43020-58139-6,packet_id: 1,delay: 0.9710438251495361
10.8.8.178-2.30.116.54-43020-58139-6,packet_id: 2,delay: 1.0146384239196777
10.8.8.178-2.30.116.54-43020-58139-6,packet_id: 3,delay: 1.0135207176208496
10.8.8.178-2.30.116.54-43020-58139-6,packet_id: 4,delay: 1.0029284954071045
10.8.8.178-2.30.116.54-43020-58139-6,packet_id: 5,delay: 0.9939370155334473
10.8.8.178-2.30.116.54-43020-58139-6,packet_id: 6,delay: 1.0010786056518555
10.8.8.130-2.30.116.54-48835-58139-6,packet_id: 1,delay: 0.7285759449005127
10.8.8.130-2.30.116.54-48835-58139-6,packet_id: 2,delay: 0.7624423503875732
10.8.8.130-2.30.116.54-48835-58139-6,packet_id: 3,delay: 0.8024704456329346
108.175.43.161-131.202.240.150-80-57196-6,packet_id: 1,delay: 0.6898751258850098
108.175.43.161-131.202.240.150-80-57196-6,packet_id: 2,delay: 0.6865017414093018
108.175.43.161-131.202.240.150-80-57196-6,packet_id: 3,delay: 0.6525473594665527
108.175.43.161-131.202.240.150-80-57196-6,packet_id: 4,delay: 0.6616744995117188
108.175.43.161-131.202.240.150-80-57196-6,packet_id: 5,delay: 0.6642765998840332
108.175.43.161-131.202.240.150-80-57196-6,packet_id: 6,delay: 0.6606831550598145
108.175.43.161-131.202.240.150-80-57196-6,packet_id: 7,delay: 0.6692516803741455
10.8.8.130-2.101.222.231-34461-9396-6,packet_id: 1,delay: 0.6358919143676758
10.8.8.130-2.101.222.231-34461-9396-6,packet_id: 2,delay: 0.596940279006958
10.8.8.130-2.101.222.231-34461-9396-6,packet_id: 3,delay: 0.63871169090271
10.8.8.130-2.101.222.231-34461-9396-6,packet_id: 4,delay: 0.6084024906158447
10.8.8.130-2.101.222.231-34461-9396-6,packet_id: 5,delay: 0.6387677192687988
10.8.8.178-23.67.255.209-39285-443-6,packet_id: 1,delay: 1.001624584197998
157.56.126.188-131.202.240.242-443-5589-6,packet_id: 1,delay: 0.7059528827667236
157.56.126.188-131.202.240.242-443-5589-6,packet_id: 2,delay: 0.7184972763061523
157.56.126.188-131.202.240.242-443-5589-6,packet_id: 3,delay: 0.7193069458007812
157.56.126.188-131.202.240.242-443-5589-6,packet_id: 4,delay: 0.7142858505249023
157.56.126.188-131.202.240.242-443-5589-6,packet_id: 5,delay: 0.727367639541626
157.56.126.188-131.202.240.242-443-5589-6,packet_id: 6,delay: 0.6925661563873291
157.56.126.188-131.202.240.242-443-5589-6,packet_id: 7,delay: 0.7122287750244141
157.56.126.188-131.202.240.242-443-5589-6,packet_id: 8,delay: 0.6975119113922119
157.56.126.188-131.202.240.242-443-5589-6,packet_id: 9,delay: 0.7358722686767578
157.56.126.188-131.202.240.242-443-5589-6,packet_id: 10,delay: 0.722254753112793
157.56.126.188-131.202.240.242-443-5589-6,packet_id: 11,delay: 0.6817014217376709
157.56.126.188-131.202.240.242-443-5589-6,packet_id: 12,delay: 0.6997084617614746
157.56.126.188-131.202.240.242-443-5589-6,packet_id: 13,delay: 0.7085394859313965
10.0.2.15-24.140.134.21-45746-45411-6,packet_id: 1,delay: 0.7931644916534424
10.8.8.178-23.192.162.186-46878-443-6,packet_id: 1,delay: 1.0390243530273438
10.0.2.15-64.233.183.16-43558-993-6,packet_id: 1,delay: 0.718541145324707
10.0.2.15-64.233.183.16-43558-993-6,packet_id: 2,delay: 0.7820346355438232
10.8.8.178-63.245.217.113-38085-443-6,packet_id: 1,delay: 1.1445298194885254
10.8.8.178-63.245.217.113-38086-443-6,packet_id: 1,delay: 1.146345853805542
10.0.2.15-74.125.71.16-51269-465-6,packet_id: 1,delay: 0.6718518733978271
10.8.8.178-86.4.212.228-52449-59222-6,packet_id: 1,delay: 0.9941236972808838
10.8.8.130-66.220.156.2-42513-443-6,packet_id: 1,delay: 0.4542727470397949
10.8.8.130-66.220.156.2-42513-443-6,packet_id: 2,delay: 0.4670369625091553
10.8.8.130-66.220.156.2-42513-443-6,packet_id: 3,delay: 0.44836950302124023
10.8.8.130-66.220.156.2-42513-443-6,packet_id: 4,delay: 0.45377421379089355
10.8.8.130-66.220.156.2-42513-443-6,packet_id: 5,delay: 0.4854583740234375
10.8.8.130-66.220.156.2-42513-443-6,packet_id: 6,delay: 0.4944329261779785
10.8.8.130-66.220.156.2-42513-443-6,packet_id: 7,delay: 0.47810959815979004
10.8.8.130-66.220.156.2-42513-443-6,packet_id: 8,delay: 0.6221268177032471
10.8.8.130-66.220.156.2-42513-443-6,packet_id: 9,delay: 0.4608469009399414
10.8.8.130-66.220.156.2-42513-443-6,packet_id: 10,delay: 0.4455137252807617
131.202.240.87-64.12.27.65-64714-443-6,packet_id: 1,delay: 0.5810494422912598
10.0.2.15-74.125.207.16-42905-465-6,packet_id: 1,delay: 0.5284175872802734
10.8.8.178-134.170.25.26-54269-443-6,packet_id: 1,delay: 0.9592628479003906
10.8.8.178-134.170.25.26-54269-443-6,packet_id: 2,delay: 0.987133264541626
131.202.240.87-65.55.2.6-11378-443-6,packet_id: 1,delay: 0.520636796951294
10.0.2.15-74.125.207.16-42924-465-6,packet_id: 1,delay: 0.5272812843322754
10.8.8.138-24.156.130.203-55782-80-6,packet_id: 1,delay: 0.6132915019989014
10.8.8.138-24.156.130.203-55782-80-6,packet_id: 2,delay: 0.6183066368103027
10.8.8.138-24.156.130.203-55782-80-6,packet_id: 3,delay: 0.622791051864624
10.8.8.138-24.156.130.203-55782-80-6,packet_id: 4,delay: 0.6160316467285156
131.202.240.87-68.67.153.40-11386-80-6,packet_id: 1,delay: 0.4285006523132324
10.0.2.15-74.125.207.16-48993-465-6,packet_id: 1,delay: 0.5295414924621582
10.8.8.178-173.194.67.94-34123-443-6,packet_id: 1,delay: 1.0310249328613281
10.8.8.178-173.194.67.94-34123-443-6,packet_id: 2,delay: 1.0268216133117676
131.202.240.87-74.125.69.16-10714-993-6,packet_id: 1,delay: 0.6485099792480469
10.0.2.15-74.125.207.16-49005-465-6,packet_id: 1,delay: 0.5190341472625732
131.202.240.87-74.125.69.16-10741-993-6,packet_id: 1,delay: 0.6480653285980225
131.202.240.87-74.125.69.16-10741-993-6,packet_id: 2,delay: 0.7016379833221436
131.202.240.87-74.125.69.16-10741-993-6,packet_id: 3,delay: 0.658761739730835
10.0.2.15-137.116.32.77-34727-443-6,packet_id: 1,delay: 0.7302875518798828
10.8.8.178-173.194.67.189-57926-443-6,packet_id: 1,delay: 1.084385871887207
10.8.8.178-173.194.67.189-57926-443-6,packet_id: 2,delay: 1.0658667087554932
10.8.8.178-173.194.67.189-57926-443-6,packet_id: 3,delay: 1.0280189514160156
10.8.8.178-173.194.67.189-57926-443-6,packet_id: 4,delay: 1.0716729164123535
10.8.8.178-173.194.67.189-57926-443-6,packet_id: 5,delay: 1.0728180408477783
10.8.8.178-173.194.67.189-57926-443-6,packet_id: 6,delay: 1.066098690032959
10.8.8.110-63.245.216.132-39035-443-6,packet_id: 1,delay: 0.440185546875
10.0.2.15-204.83.155.169-54967-32620-6,packet_id: 1,delay: 0.6822376251220703
157.56.192.53-10.8.8.130-443-33104-6,packet_id: 1,delay: 0.44161295890808105
157.56.192.53-10.8.8.130-443-33104-6,packet_id: 2,delay: 0.4374840259552002
10.8.8.138-107.22.243.234-35936-443-6,packet_id: 1,delay: 0.38460850715637207
10.8.8.110-63.245.216.134-46949-443-6,packet_id: 1,delay: 0.23840117454528809
10.0.2.15-216.58.208.46-53913-80-6,packet_id: 1,delay: 0.6004221439361572
10.8.8.138-185.2.220.137-43533-80-6,packet_id: 1,delay: 0.44944214820861816
10.8.8.138-185.2.220.137-43533-80-6,packet_id: 2,delay: 0.43535280227661133
10.8.8.138-185.2.220.137-43533-80-6,packet_id: 3,delay: 0.4298727512359619
10.8.8.138-185.2.220.137-43533-80-6,packet_id: 4,delay: 0.45925474166870117
10.8.8.138-185.2.220.137-43533-80-6,packet_id: 5,delay: 0.44764041900634766
10.8.8.138-185.2.220.137-43533-80-6,packet_id: 6,delay: 0.4242057800292969
10.8.8.138-185.2.220.137-43533-80-6,packet_id: 7,delay: 0.42853689193725586
10.8.8.138-185.2.220.137-43533-80-6,packet_id: 8,delay: 0.42588186264038086
10.8.8.138-185.2.220.137-43533-80-6,packet_id: 9,delay: 0.4490506649017334
10.8.8.138-185.2.220.137-43533-80-6,packet_id: 10,delay: 0.4254927635192871
10.8.8.138-185.2.220.137-43533-80-6,packet_id: 11,delay: 0.42388439178466797
10.8.8.138-185.2.220.137-43533-80-6,packet_id: 12,delay: 0.4366903305053711
10.8.8.138-185.2.220.137-43533-80-6,packet_id: 13,delay: 0.4367794990539551
10.8.8.138-185.2.220.137-43533-80-6,packet_id: 14,delay: 0.44246649742126465
10.8.8.138-185.2.220.137-43533-80-6,packet_id: 15,delay: 0.43653082847595215
10.8.8.138-185.2.220.137-43533-80-6,packet_id: 16,delay: 0.4316234588623047
10.8.8.138-185.2.220.137-43533-80-6,packet_id: 17,delay: 0.430452823638916
10.8.8.138-185.2.220.137-43533-80-6,packet_id: 18,delay: 0.4428739547729492
10.8.8.138-185.2.220.137-43533-80-6,packet_id: 19,delay: 0.44204044342041016
10.8.8.138-185.2.220.137-43533-80-6,packet_id: 20,delay: 0.4597494602203369
10.8.8.138-185.2.220.137-43533-80-6,packet_id: 21,delay: 0.4456040859222412
10.8.8.138-185.2.220.137-43533-80-6,packet_id: 22,delay: 0.4581940174102783
10.8.8.138-185.2.220.137-43533-80-6,packet_id: 23,delay: 0.4655182361602783
10.8.8.138-185.2.220.137-43533-80-6,packet_id: 24,delay: 0.4211301803588867
10.8.8.138-185.2.220.137-43533-80-6,packet_id: 25,delay: 0.4298214912414551
10.8.8.138-185.2.220.137-43533-80-6,packet_id: 26,delay: 0.4443063735961914
10.8.8.138-185.2.220.137-43533-80-6,packet_id: 27,delay: 0.46105217933654785
10.8.8.138-185.2.220.137-43533-80-6,packet_id: 28,delay: 0.4565761089324951
10.8.8.138-185.2.220.137-43533-80-6,packet_id: 29,delay: 0.4187653064727783
10.8.8.138-185.2.220.137-43533-80-6,packet_id: 30,delay: 0.44413161277770996
10.8.8.138-185.2.220.137-43533-80-6,packet_id: 31,delay: 0.4607102870941162
10.8.8.138-185.2.220.137-43533-80-6,packet_id: 32,delay: 0.47177815437316895
10.8.8.138-185.2.220.137-43533-80-6,packet_id: 33,delay: 0.4466707706451416
10.8.8.138-185.2.220.137-43533-80-6,packet_id: 34,delay: 0.4687182903289795
10.8.8.138-185.2.220.137-43533-80-6,packet_id: 35,delay: 0.46196579933166504
10.8.8.138-185.2.220.137-43533-80-6,packet_id: 36,delay: 0.436816930770874
10.8.8.138-185.2.220.137-43533-80-6,packet_id: 37,delay: 0.45685791969299316
10.8.8.138-185.2.220.137-43533-80-6,packet_id: 38,delay: 0.4721102714538574
10.8.8.138-185.2.220.137-43533-80-6,packet_id: 39,delay: 0.44209885597229004
10.8.8.138-185.2.220.137-43533-80-6,packet_id: 40,delay: 0.4314272403717041
10.8.8.138-185.2.220.137-43533-80-6,packet_id: 41,delay: 0.4579002857208252
10.8.8.138-185.2.220.137-43533-80-6,packet_id: 42,delay: 0.44657278060913086
10.8.8.138-185.2.220.137-43533-80-6,packet_id: 43,delay: 0.43576860427856445
10.8.8.138-185.2.220.137-43533-80-6,packet_id: 44,delay: 0.46405601501464844
10.8.8.138-185.2.220.137-43533-80-6,packet_id: 45,delay: 0.4332394599914551
10.8.8.138-185.2.220.137-43533-80-6,packet_id: 46,delay: 0.44089245796203613
10.8.8.138-185.2.220.137-43533-80-6,packet_id: 47,delay: 0.450730562210083
10.8.8.138-185.2.220.137-43533-80-6,packet_id: 48,delay: 0.43270444869995117
10.8.8.138-185.2.220.137-43533-80-6,packet_id: 49,delay: 0.43204307556152344
