10.8.8.178-2.30.116.54-43020-58139-6,packet_id: 1,delay: 0.5683920383453369
10.8.8.178-2.30.116.54-43020-58139-6,packet_id: 2,delay: 0.549412727355957
10.8.8.178-2.30.116.54-43020-58139-6,packet_id: 3,delay: 0.5511360168457031
10.8.8.178-2.30.116.54-43020-58139-6,packet_id: 4,delay: 0.560145378112793
10.8.8.178-2.30.116.54-43020-58139-6,packet_id: 5,delay: 0.5596706867218018
10.8.8.178-2.30.116.54-43020-58139-6,packet_id: 6,delay: 0.5737175941467285
10.8.8.130-2.30.116.54-48835-58139-6,packet_id: 1,delay: 0.35854434967041016
10.8.8.130-2.30.116.54-48835-58139-6,packet_id: 2,delay: 0.3458240032196045
10.8.8.130-2.30.116.54-48835-58139-6,packet_id: 3,delay: 0.34850072860717773
10.8.8.178-23.67.255.209-39285-443-6,packet_id: 1,delay: 0.5718941688537598
10.8.8.178-23.192.162.186-46878-443-6,packet_id: 1,delay: 0.8033959865570068
108.175.43.161-131.202.240.150-80-57196-6,packet_id: 1,delay: 0.2786886692047119
108.175.43.161-131.202.240.150-80-57196-6,packet_id: 2,delay: 0.27388620376586914
108.175.43.161-131.202.240.150-80-57196-6,packet_id: 3,delay: 0.28195667266845703
108.175.43.161-131.202.240.150-80-57196-6,packet_id: 4,delay: 0.2914621829986572
108.175.43.161-131.202.240.150-80-57196-6,packet_id: 5,delay: 0.28028082847595215
108.175.43.161-131.202.240.150-80-57196-6,packet_id: 6,delay: 0.2906324863433838
108.175.43.161-131.202.240.150-80-57196-6,packet_id: 7,delay: 0.28794121742248535
10.8.8.130-2.101.222.231-34461-9396-6,packet_id: 1,delay: 0.19352293014526367
10.8.8.130-2.101.222.231-34461-9396-6,packet_id: 2,delay: 0.17744851112365723
10.8.8.130-2.101.222.231-34461-9396-6,packet_id: 3,delay: 0.48866820335388184
10.8.8.130-2.101.222.231-34461-9396-6,packet_id: 4,delay: 0.5048630237579346
10.8.8.130-2.101.222.231-34461-9396-6,packet_id: 5,delay: 0.512920618057251
10.8.8.178-63.245.217.113-38085-443-6,packet_id: 1,delay: 0.7436153888702393
10.8.8.178-63.245.217.113-38086-443-6,packet_id: 1,delay: 0.7570493221282959
10.8.8.178-86.4.212.228-52449-59222-6,packet_id: 1,delay: 0.5822927951812744
10.0.2.15-24.140.134.21-45746-45411-6,packet_id: 1,delay: 0.7952752113342285
